Дата,Максимальная температура,Минимальная температура,Средняя температура,Атмосферное давление,Скорость ветра,Осадки,Эффективная температура,mean_ndvi
2020-12-13,5.2,1.6,3.4,1009.5,4.0,0.0,-0.5,0.14042447867217978
2020-12-14,7.8,3.3,4.9,1007.8,3.0,0.0,1.8,0.14042447867217978
2020-12-14,7.8,3.3,4.9,1007.8,3.0,0.0,1.8,0.011812251169337717
2020-12-15,9.6,2.1,4.6,1007.2,2.0,0.0,2.2,0.011812251169337717
2020-12-16,3.1,-0.8,0.8,1012.8,1.0,0.0,-1.4,0.011812251169337717
2020-12-17,0.6,-1.4,-0.4,1018.6,,0.0,,0.011812251169337717
2020-12-18,1.7,0.0,1.0,1019.9,,0.0,,0.011812251169337717
2020-12-19,2.6,-0.8,0.8,1018.7,1.0,0.0,-1.3,0.011812251169337717
2020-12-20,0.1,-1.8,-0.9,1019.4,4.0,0.0,-5.2,0.011812251169337717
2020-12-21,1.6,-2.2,-0.4,1018.8,3.0,6.0,-4.0,0.011812251169337717
2020-12-22,-0.7,-3.4,-1.7,1017.9,3.0,0.0,-5.5,0.011812251169337717
2020-12-23,0.9,-4.2,-1.7,1013.8,2.0,3.0,-4.8,0.011812251169337717
2020-12-24,-4.4,-8.1,-6.2,1015.9,,0.0,,0.011812251169337717
2020-12-24,-4.4,-8.1,-6.2,1015.9,,0.0,,0.3551630554758817
2020-12-25,1.4,-8.9,-2.2,1011.2,1.0,0.0,-4.9,0.3551630554758817
2020-12-26,6.7,-1.9,4.3,1008.6,2.0,2.0,1.6,0.3551630554758817
2020-12-27,8.0,1.4,3.1,1014.8,2.0,10.0,0.5,0.3551630554758817
2020-12-28,4.7,0.6,2.1,1014.9,4.0,0.0,-1.9,0.3551630554758817
2020-12-29,8.2,0.8,3.4,1012.9,2.0,0.0,0.7,0.3551630554758817
2020-12-30,7.5,-0.6,2.3,1015.0,1.0,0.0,0.2,0.3551630554758817
2020-12-31,6.9,-1.6,1.9,1011.3,5.0,0.0,-2.9,0.3551630554758817
2021-01-01,8.7,-1.2,3.1,1009.7,3.0,0.0,-0.2,0.3551630554758817
2021-01-02,10.4,-0.2,3.2,1017.2,1.0,0.0,1.3,0.3551630554758817
2021-01-03,3.2,-1.0,1.9,1022.4,3.0,0.0,-1.4,0.3551630554758817
2021-01-03,3.2,-1.0,1.9,1022.4,3.0,0.0,-1.4,0.02077408364454734
2021-01-04,7.8,-0.2,2.4,1018.3,3.0,0.0,-1.0,0.02077408364454734
2021-01-05,7.0,-0.6,2.5,1012.8,3.0,0.0,-1.0,0.02077408364454734
2021-01-06,7.8,0.0,3.2,1014.4,2.0,1.0,0.7,0.02077408364454734
2021-01-07,11.1,0.9,6.3,1012.3,2.0,0.0,4.0,0.02077408364454734
2021-01-08,10.1,6.1,8.2,1007.5,2.0,1.0,6.2,0.02077408364454734
2021-01-09,15.0,2.3,9.2,1004.0,3.0,1.0,6.5,0.02077408364454734
2021-01-10,1.7,-3.3,-0.4,1012.3,,19.0,,0.02077408364454734
2021-01-11,-1.4,-4.1,-3.1,1013.4,,0.0,,0.02077408364454734
2021-01-12,0.4,-3.9,-1.4,1010.6,2.0,1.0,-4.4,0.02077408364454734
2021-01-13,5.9,-0.6,3.4,994.0,2.0,9.0,0.9,0.02077408364454734
2021-01-13,5.9,-0.6,3.4,994.0,2.0,9.0,0.9,0.024893429892833035
2021-01-14,1.7,-0.7,0.0,997.6,2.0,9.0,-2.9,0.024893429892833035
2021-01-15,-0.8,-3.4,-2.3,999.5,2.0,14.0,-5.5,0.024893429892833035
2021-01-16,-0.9,-8.6,-4.7,1006.5,2.0,0.0,-8.2,0.024893429892833035
2021-01-17,-3.5,-8.8,-6.3,997.1,4.0,13.0,-11.2,0.024893429892833035
2021-01-18,-3.1,-8.4,-6.5,1004.3,2.0,5.0,-10.2,0.024893429892833035
2021-01-19,-5.9,-12.1,-8.4,1010.9,1.0,1.0,-11.6,0.024893429892833035
2021-01-20,-6.9,-16.1,-12.4,1016.3,1.0,0.0,-15.9,0.024893429892833035
2021-01-21,-3.5,-19.5,-10.9,1020.4,1.0,0.0,-14.3,0.024893429892833035
2021-01-22,6.5,-9.8,3.2,1017.3,2.0,0.0,0.4,0.024893429892833035
2021-01-23,6.0,-1.5,2.5,1014.2,2.0,0.0,-0.5,0.024893429892833035
2021-01-23,6.0,-1.5,2.5,1014.2,2.0,0.0,-0.5,0.006401883161760003
2021-01-24,5.3,-1.1,1.6,1009.8,2.0,0.0,-1.4,0.006401883161760003
2021-01-25,10.6,-1.5,4.3,1006.3,2.0,0.0,1.4,0.006401883161760003
2021-01-26,11.3,3.2,7.3,1006.3,2.0,0.0,4.9,0.006401883161760003
2021-01-27,7.5,3.0,4.6,998.9,2.0,0.0,2.0,0.006401883161760003
2021-01-28,6.6,1.7,3.8,996.7,1.0,5.0,1.9,0.006401883161760003
2021-01-29,7.3,-0.2,2.1,1002.2,2.0,1.0,-0.6,0.006401883161760003
2021-01-30,9.0,0.1,4.2,999.5,2.0,0.0,1.5,0.006401883161760003
2021-01-31,10.8,1.8,6.0,999.8,2.0,1.0,3.7,0.006401883161760003
2021-02-01,13.4,3.4,8.3,1006.0,2.0,0.0,6.1,0.006401883161760003
2021-02-02,18.1,4.2,9.6,1007.2,1.0,0.0,7.9,0.006401883161760003
2021-02-02,18.1,4.2,9.6,1007.2,1.0,0.0,7.9,0.012944271258468231
2021-02-03,16.0,2.8,8.7,1008.2,1.0,0.0,7.1,0.012944271258468231
2021-02-04,16.2,5.5,10.6,1003.4,2.0,0.0,8.6,0.012944271258468231
2021-02-05,9.8,-1.6,4.2,1002.4,3.0,6.0,1.0,0.012944271258468231
2021-02-06,-1.2,-4.9,-3.4,1008.0,2.0,12.0,-6.7,0.012944271258468231
2021-02-07,-4.5,-6.4,-5.3,1009.8,1.0,3.0,-8.3,0.012944271258468231
2021-02-08,-3.7,-6.9,-5.5,1008.7,3.0,0.0,-9.7,0.012944271258468231
2021-02-09,7.6,-5.3,2.2,1001.7,3.0,0.0,-1.2,0.012944271258468231
2021-02-10,9.2,1.6,4.9,1004.8,1.0,0.0,3.2,0.012944271258468231
2021-02-13,-2.9,-4.6,-4.2,1011.2,3.0,3.0,-8.3,0.027667318350462218
2021-02-14,-1.7,-5.4,-4.1,1014.3,3.0,0.0,-8.3,0.027667318350462218
2021-02-15,-5.9,-7.6,-6.9,1015.2,2.0,4.0,-10.6,0.027667318350462218
2021-02-16,-7.0,-8.1,-7.6,1013.4,3.0,7.0,-12.0,0.027667318350462218
2021-02-17,-8.2,-12.7,-9.5,1011.3,3.0,2.0,-14.0,0.027667318350462218
2021-02-18,-6.6,-14.8,-10.3,1010.0,1.0,0.0,-13.6,0.027667318350462218
2021-02-19,-6.7,-9.9,-8.5,1011.9,3.0,0.0,-13.0,0.027667318350462218
2021-02-22,3.6,-2.0,2.0,1016.9,4.0,2.0,-2.1,0.027667318350462218
2021-02-22,3.6,-2.0,2.0,1016.9,4.0,2.0,-2.1,0.024498527910644403
2021-02-23,3.2,-14.0,-5.4,1023.1,4.0,1.0,-10.3,0.024498527910644403
2021-02-24,-12.7,-15.2,-14.3,1029.6,3.0,0.0,-19.3,0.024498527910644403
2021-02-25,-0.4,-15.4,-7.4,1023.7,2.0,0.0,-11.3,0.024498527910644403
2021-02-26,7.2,-3.6,4.9,1015.4,4.0,1.0,1.2,0.024498527910644403
2021-02-27,10.5,2.0,6.2,1007.5,3.0,0.0,3.3,0.024498527910644403
2021-02-28,4.6,2.0,2.9,1008.5,1.0,12.0,1.0,0.024498527910644403
2021-03-01,7.1,1.5,3.3,1015.5,2.0,2.0,0.7,0.024498527910644403
2021-03-02,5.3,0.8,2.1,1016.3,3.0,2.0,-1.4,0.024498527910644403
2021-03-03,5.9,0.6,2.1,1011.2,3.0,2.0,-1.3,0.024498527910644403
2021-03-04,8.8,-3.7,2.7,1013.3,2.0,0.0,-0.2,0.024498527910644403
2021-03-04,8.8,-3.7,2.7,1013.3,2.0,0.0,-0.2,0.028898998691568333
2021-03-05,12.4,-1.5,4.8,1007.0,2.0,0.0,2.0,0.028898998691568333
2021-03-06,13.8,-1.0,4.3,1005.8,3.0,2.0,0.9,0.028898998691568333
2021-03-07,4.2,-6.7,-1.0,1014.7,1.0,3.0,-3.7,0.028898998691568333
2021-03-08,6.1,-5.3,1.1,1008.1,3.0,0.0,-2.7,0.028898998691568333
2021-03-09,5.8,-4.4,1.1,1007.6,3.0,0.0,-2.7,0.028898998691568333
2021-03-10,1.9,-4.5,-1.6,1014.2,2.0,0.0,-5.0,0.028898998691568333
2021-03-11,-1.9,-6.3,-4.2,1012.0,5.0,0.0,-9.8,0.028898998691568333
2021-03-12,0.9,-9.7,-4.6,1015.3,4.0,0.0,-9.6,0.028898998691568333
2021-03-13,9.0,-5.5,0.7,1013.5,3.0,0.0,-3.1,0.028898998691568333
2021-03-14,11.7,-1.5,4.1,1010.4,3.0,0.0,0.5,0.028898998691568333
2021-03-14,11.7,-1.5,4.1,1010.4,3.0,0.0,0.5,0.03365616549607513
2021-03-15,14.9,-1.5,5.8,1004.0,4.0,0.0,1.8,0.03365616549607513
2021-03-16,12.0,3.7,6.9,997.3,4.0,0.0,3.2,0.03365616549607513
2021-03-17,14.3,3.5,8.6,995.7,2.0,3.0,6.6,0.03365616549607513
2021-03-18,6.7,5.3,6.1,995.9,2.0,15.0,4.0,0.03365616549607513
2021-03-19,7.5,4.2,5.8,1001.4,3.0,3.0,2.9,0.03365616549607513
2021-03-20,6.9,1.4,4.2,1007.3,2.0,1.0,1.7,0.03365616549607513
2021-03-21,7.1,-1.9,2.4,1006.1,2.0,0.0,-0.4,0.03365616549607513
2021-03-22,9.5,-1.3,4.8,999.5,2.0,0.0,2.1,0.03365616549607513
2021-03-23,8.0,0.4,4.6,992.8,3.0,2.0,1.5,0.03365616549607513
2021-03-24,2.6,0.0,1.3,995.6,2.0,7.0,-1.4,0.03365616549607513
2021-03-24,2.6,0.0,1.3,995.6,2.0,7.0,-1.4,0.27653366792725265
2021-03-25,3.7,1.4,2.4,1000.1,3.0,1.0,-1.0,0.27653366792725265
2021-03-26,6.0,1.3,3.2,1006.8,2.0,3.0,0.6,0.27653366792725265
2021-03-27,11.9,-0.1,6.1,1012.2,3.0,0.0,2.9,0.27653366792725265
2021-03-28,12.0,4.4,7.3,1016.9,2.0,7.0,5.1,0.27653366792725265
2021-03-29,12.1,3.8,7.1,1018.3,2.0,1.0,4.9,0.27653366792725265
2021-03-30,9.3,4.6,6.6,1018.4,3.0,21.0,3.8,0.27653366792725265
2021-03-31,13.0,3.4,8.2,1015.6,4.0,0.0,4.6,0.27653366792725265
2021-04-06,14.4,2.8,12.3,1003.7,3.0,1.0,9.5,0.04834243338130176
2021-04-07,25.1,9.2,15.9,997.6,4.0,0.0,12.9,0.04834243338130176
2021-04-08,16.3,6.3,11.1,1003.3,3.0,0.0,8.6,0.04834243338130176
2021-04-09,4.7,2.9,4.2,1010.2,3.0,5.0,1.1,0.04834243338130176
2021-04-10,8.9,4.1,6.4,1011.8,1.0,4.0,4.8,0.04834243338130176
2021-04-11,9.4,6.3,7.7,1009.8,2.0,6.0,5.8,0.04834243338130176
2021-04-12,12.3,7.7,9.9,1012.1,1.0,2.0,9.0,0.04834243338130176
2021-04-13,13.2,8.3,10.7,1012.5,1.0,1.0,9.9,0.04834243338130176
2021-04-13,13.2,8.3,10.7,1012.5,1.0,1.0,9.9,0.008884430012738762
2021-04-14,14.1,6.7,10.3,1008.4,2.0,8.0,8.8,0.008884430012738762
2021-04-15,18.7,5.8,11.8,1008.2,2.0,0.0,10.1,0.008884430012738762
2021-04-16,14.8,5.4,10.1,1009.6,1.0,8.0,9.3,0.008884430012738762
2021-04-17,13.5,9.4,10.4,1011.9,1.0,5.0,9.6,0.008884430012738762
2021-04-18,12.3,8.1,10.1,1007.8,2.0,6.0,8.7,0.008884430012738762
2021-04-19,14.0,10.2,11.8,1004.5,2.0,9.0,10.8,0.008884430012738762
2021-04-20,20.9,10.7,14.4,998.8,3.0,31.0,12.7,0.008884430012738762
2021-04-21,17.6,9.5,12.9,1008.4,3.0,0.0,10.6,0.008884430012738762
2021-04-22,17.0,6.9,11.2,1013.0,1.0,1.0,10.4,0.008884430012738762
2021-04-23,19.9,5.2,13.6,1012.7,1.0,0.0,12.4,0.008884430012738762
2021-04-23,19.9,5.2,13.6,1012.7,1.0,0.0,12.4,0.1971719179806857
2021-04-24,16.4,7.3,12.4,1009.8,3.0,0.0,9.8,0.1971719179806857
2021-04-25,13.4,3.5,8.7,1011.2,3.0,1.0,5.8,0.1971719179806857
2021-04-26,10.8,6.7,8.6,1005.1,2.0,11.0,6.8,0.1971719179806857
2021-04-27,15.2,4.5,10.4,1008.7,1.0,0.0,8.8,0.1971719179806857
2021-04-28,18.2,9.1,13.6,1008.2,2.0,0.0,12.0,0.1971719179806857
2021-04-29,19.2,9.2,14.0,1008.6,3.0,0.0,12.1,0.1971719179806857
2021-04-30,25.2,12.4,17.9,1005.6,1.0,0.0,17.7,0.1971719179806857
2021-05-01,23.0,9.8,16.4,1007.6,2.0,0.0,15.5,0.1971719179806857
2021-05-02,27.2,10.9,20.3,1006.3,2.0,0.0,19.5,0.1971719179806857
2021-05-03,29.8,15.7,22.4,1000.4,1.0,0.0,22.4,0.1971719179806857
2021-05-03,29.8,15.7,22.4,1000.4,1.0,0.0,22.4,0.0703909936827129
2021-05-04,17.2,7.4,13.2,1004.3,2.0,4.0,11.7,0.0703909936827129
2021-05-05,19.6,3.6,13.2,1008.6,1.0,0.0,11.8,0.0703909936827129
2021-05-06,24.3,8.5,16.6,1003.4,2.0,0.0,14.9,0.0703909936827129
2021-05-07,23.0,9.5,16.1,1006.6,2.0,0.0,14.7,0.0703909936827129
2021-05-08,27.4,10.3,20.2,1003.1,1.0,0.0,19.7,0.0703909936827129
2021-05-09,14.0,8.3,10.9,1006.2,2.0,6.0,9.4,0.0703909936827129
2021-05-10,13.0,5.4,10.0,1009.9,3.0,0.0,7.1,0.0703909936827129
2021-05-11,8.7,7.7,8.2,1003.3,4.0,38.0,5.1,0.0703909936827129
2021-05-12,20.0,7.6,14.4,1005.8,2.0,7.0,13.0,0.0703909936827129
2021-05-13,26.6,8.5,19.1,1003.2,2.0,0.0,18.4,0.0703909936827129
2021-05-13,26.6,8.5,19.1,1003.2,2.0,0.0,18.4,0.6313746905660423
2021-05-14,32.5,15.0,23.9,1001.1,2.0,0.0,24.1,0.6313746905660423
2021-05-15,29.8,15.2,22.8,1003.1,2.0,0.0,22.3,0.6313746905660423
2021-05-16,30.3,14.7,24.1,996.9,3.0,0.0,23.5,0.6313746905660423
2021-05-17,26.6,14.6,21.0,997.1,2.0,0.0,20.6,0.6313746905660423
2021-05-18,24.4,14.4,19.0,1000.6,2.0,0.0,18.3,0.6313746905660423
2021-05-19,21.4,12.3,16.2,1001.9,3.0,22.0,14.7,0.6313746905660423
2021-05-20,25.7,11.0,19.3,1002.3,2.0,0.0,18.3,0.6313746905660423
2021-05-21,29.7,14.5,22.6,998.1,1.0,0.0,23.0,0.6313746905660423
2021-05-22,22.9,15.7,18.5,1001.2,2.0,2.0,18.5,0.6313746905660423
2021-05-23,26.8,16.7,21.4,1004.0,2.0,0.0,21.9,0.6313746905660423
2021-05-23,26.8,16.7,21.4,1004.0,2.0,0.0,21.9,0.3020009601618548
2021-05-24,24.5,17.3,19.9,1008.6,1.0,2.0,21.0,0.3020009601618548
2021-05-25,23.4,13.8,18.1,1009.8,2.0,5.0,17.9,0.3020009601618548
2021-05-26,25.9,12.6,19.3,1009.2,3.0,0.0,18.2,0.3020009601618548
2021-05-27,26.9,13.0,20.6,1005.7,4.0,0.0,18.9,0.3020009601618548
2021-05-28,29.0,16.7,23.2,1000.3,3.0,0.0,22.2,0.3020009601618548
2021-05-29,30.8,17.4,23.9,997.7,1.0,0.0,24.7,0.3020009601618548
2021-05-30,23.6,15.4,19.5,1002.9,3.0,9.0,18.8,0.3020009601618548
2021-05-31,26.0,13.8,20.3,1002.9,2.0,0.0,20.2,0.3020009601618548
2021-06-01,26.2,17.2,20.4,997.7,2.0,3.0,20.8,0.3020009601618548
2021-06-02,22.5,15.3,18.0,999.8,2.0,30.0,17.8,0.3020009601618548
2021-06-02,22.5,15.3,18.0,999.8,2.0,30.0,17.8,0.4583967373743016
2021-06-03,20.8,11.9,16.6,1005.2,3.0,0.0,15.1,0.4583967373743016
2021-06-04,19.9,11.0,15.9,1006.2,2.0,0.0,15.2,0.4583967373743016
2021-06-05,18.3,14.4,16.2,1006.5,2.0,10.0,16.0,0.4583967373743016
2021-06-06,23.3,11.0,17.1,1005.9,2.0,1.0,16.6,0.4583967373743016
2021-06-07,21.1,11.8,15.9,1006.4,2.0,3.0,15.1,0.4583967373743016
2021-06-08,24.3,10.9,17.9,1004.4,2.0,2.0,17.3,0.4583967373743016
2021-06-09,26.4,11.9,18.6,1002.0,2.0,0.0,18.1,0.4583967373743016
2021-06-10,26.4,11.6,18.3,1001.5,2.0,6.0,17.7,0.4583967373743016
2021-06-11,26.5,13.1,20.0,1002.7,1.0,0.0,20.7,0.4583967373743016
2021-06-12,26.9,14.9,21.1,1003.7,1.0,0.0,21.9,0.4583967373743016
2021-06-12,26.9,14.9,21.1,1003.7,1.0,0.0,21.9,0.7704429994013922
2021-06-13,28.0,15.2,21.7,1002.8,1.0,0.0,22.4,0.7704429994013922
2021-06-14,28.9,15.6,23.6,1001.9,2.0,0.0,23.9,0.7704429994013922
2021-06-15,25.9,18.3,22.1,999.9,2.0,2.0,22.7,0.7704429994013922
2021-06-16,29.3,17.2,23.6,999.2,2.0,3.0,24.7,0.7704429994013922
2021-06-17,26.2,16.3,21.3,1002.6,2.0,26.0,21.9,0.7704429994013922
2021-06-18,27.2,15.1,22.0,1007.8,1.0,0.0,23.0,0.7704429994013922
2021-06-19,32.2,18.1,25.7,1004.0,4.0,0.0,25.0,0.7704429994013922
2021-06-20,31.8,18.7,25.2,1002.0,3.0,0.0,24.7,0.7704429994013922
2021-06-21,32.3,19.6,25.8,1001.4,3.0,0.0,25.4,0.7704429994013922
2021-06-22,30.8,20.0,24.4,1002.0,2.0,0.0,24.4,0.7704429994013922
2021-06-22,30.8,20.0,24.4,1002.0,2.0,0.0,24.4,0.3585024579586217
2021-06-23,33.9,19.2,26.8,1003.0,1.0,0.0,28.4,0.3585024579586217
2021-06-24,32.9,21.2,26.4,1003.5,1.0,0.0,28.6,0.3585024579586217
2021-06-25,32.1,19.8,26.1,1001.6,1.0,0.0,28.5,0.3585024579586217
2021-06-26,29.9,21.1,24.1,1000.0,2.0,0.0,25.6,0.3585024579586217
2021-06-27,28.6,20.0,23.1,1001.7,1.0,2.0,25.0,0.3585024579586217
2021-06-28,31.6,19.9,25.0,1003.6,1.0,0.0,27.0,0.3585024579586217
2021-06-29,30.3,18.3,23.9,1003.8,1.0,1.0,25.4,0.3585024579586217
2021-06-30,30.1,16.5,23.7,1005.5,1.0,0.0,24.5,0.3585024579586217
2021-07-01,32.3,16.1,25.4,1004.0,1.0,0.0,26.3,0.3585024579586217
2021-07-02,34.8,20.3,28.6,999.2,2.0,0.0,29.0,0.3585024579586217
2021-07-02,34.8,20.3,28.6,999.2,2.0,0.0,29.0,0.5146651256846632
2021-07-03,36.8,23.4,29.7,994.8,2.0,0.0,30.2,0.5146651256846632
2021-07-04,32.8,20.4,25.0,991.9,2.0,1.0,26.0,0.5146651256846632
2021-07-05,27.8,19.3,21.5,993.8,2.0,18.0,22.3,0.5146651256846632
2021-07-06,28.3,19.1,22.3,998.8,2.0,10.0,23.2,0.5146651256846632
2021-07-07,29.5,18.6,23.8,1003.6,2.0,0.0,24.5,0.5146651256846632
2021-07-08,31.4,19.0,25.8,1008.4,3.0,1.0,24.8,0.5146651256846632
2021-07-09,32.2,18.3,25.9,1007.6,3.0,0.0,24.6,0.5146651256846632
2021-07-10,33.9,18.4,27.0,1002.7,2.0,0.0,26.5,0.5146651256846632
2021-07-11,35.6,19.4,27.9,1000.9,2.0,0.0,27.5,0.5146651256846632
2021-07-12,36.2,20.4,28.7,1001.2,2.0,0.0,28.7,0.5146651256846632
2021-07-12,36.2,20.4,28.7,1001.2,2.0,0.0,28.7,0.43711912493383837
2021-07-13,33.1,22.6,27.7,1003.0,3.0,0.0,26.0,0.43711912493383837
2021-07-14,33.7,20.7,27.5,1002.9,3.0,0.0,26.2,0.43711912493383837
2021-07-15,35.9,20.1,28.8,1002.5,2.0,0.0,28.3,0.43711912493383837
2021-07-16,37.6,20.1,30.1,1001.1,1.0,0.0,30.7,0.43711912493383837
2021-07-17,37.6,21.6,30.7,998.1,1.0,0.0,31.4,0.43711912493383837
2021-07-18,38.8,21.4,30.0,996.1,1.0,0.0,30.5,0.43711912493383837
2021-07-19,39.0,23.5,30.9,996.3,1.0,0.0,32.2,0.43711912493383837
2021-07-20,39.0,21.0,30.7,996.2,1.0,0.0,32.0,0.43711912493383837
2021-07-21,37.5,21.6,29.6,995.0,2.0,0.0,30.7,0.43711912493383837
2021-07-22,31.1,17.6,23.6,994.6,2.0,13.0,25.1,0.43711912493383837
2021-07-22,31.1,17.6,23.6,994.6,2.0,13.0,25.1,0.4073606346568363
2021-07-23,27.4,17.4,21.6,997.5,2.0,41.0,22.1,0.4073606346568363
2021-07-24,30.3,16.5,23.6,1002.7,2.0,0.0,23.2,0.4073606346568363
2021-07-25,32.5,18.7,26.5,1005.6,3.0,0.0,25.6,0.4073606346568363
2021-07-26,33.4,21.7,28.1,1006.6,3.0,0.0,27.1,0.4073606346568363
2021-07-27,27.9,16.3,23.2,1008.6,3.0,0.0,22.3,0.4073606346568363
2021-07-28,31.1,14.4,23.1,1008.1,1.0,0.0,23.5,0.4073606346568363
2021-07-29,34.0,16.9,25.6,1004.1,1.0,0.0,25.9,0.4073606346568363
2021-07-30,34.3,17.6,26.5,1001.4,1.0,0.0,26.7,0.4073606346568363
2021-07-31,34.4,17.8,26.8,1000.6,1.0,0.0,27.9,0.4073606346568363
2021-08-01,36.4,20.5,28.3,1001.5,1.0,0.0,29.3,0.4073606346568363
2021-08-01,36.4,20.5,28.3,1001.5,1.0,0.0,29.3,0.10322582926706873
2021-08-02,37.4,20.1,29.2,1001.1,1.0,0.0,29.9,0.10322582926706873
2021-08-03,37.3,20.5,29.7,1002.2,1.0,0.0,30.8,0.10322582926706873
2021-08-04,33.9,21.9,27.9,1005.2,1.0,0.0,29.2,0.10322582926706873
2021-08-05,34.8,22.1,28.8,1003.7,2.0,0.0,29.2,0.10322582926706873
2021-08-06,37.1,25.0,31.4,997.3,3.0,0.0,30.5,0.10322582926706873
2021-08-07,32.3,24.5,28.3,994.9,2.0,0.0,29.2,0.10322582926706873
2021-08-08,33.7,23.1,28.0,1000.9,2.0,0.0,28.9,0.10322582926706873
2021-08-09,33.8,22.0,26.3,1003.0,1.0,0.0,28.3,0.10322582926706873
2021-08-10,29.4,20.4,25.1,1000.9,2.0,5.0,26.7,0.10322582926706873
2021-08-11,30.1,21.4,25.0,999.7,1.0,4.0,27.2,0.10322582926706873
2021-08-11,30.1,21.4,25.0,999.7,1.0,4.0,27.2,0.40028738524483853
2021-08-12,31.3,19.5,24.2,1001.8,1.0,6.0,26.2,0.40028738524483853
2021-08-13,29.1,18.8,22.5,1003.5,1.0,22.0,24.4,0.40028738524483853
2021-08-14,24.3,18.8,21.3,1002.8,2.0,2.0,22.4,0.40028738524483853
2021-08-15,29.4,19.0,23.3,1004.0,2.0,1.0,23.8,0.40028738524483853
2021-08-16,30.5,17.6,23.2,1005.5,1.0,0.0,24.6,0.40028738524483853
2021-08-17,31.9,18.9,25.1,1004.2,1.0,0.0,27.0,0.40028738524483853
2021-08-18,33.3,19.5,26.3,999.2,1.0,0.0,27.7,0.40028738524483853
2021-08-19,28.8,19.5,23.2,997.7,1.0,6.0,24.5,0.40028738524483853
2021-08-20,29.7,18.4,22.3,1001.0,2.0,10.0,23.1,0.40028738524483853
2021-08-21,29.0,16.5,22.3,1005.2,2.0,0.0,22.7,0.40028738524483853
2021-08-21,29.0,16.5,22.3,1005.2,2.0,0.0,22.7,0.3834295227844707
2021-08-22,30.1,16.8,23.2,1006.1,1.0,0.0,24.7,0.3834295227844707
2021-08-23,29.9,17.7,23.2,1005.7,1.0,0.0,24.6,0.3834295227844707
2021-08-24,29.1,19.9,23.9,1007.2,3.0,0.0,23.4,0.3834295227844707
2021-08-25,29.6,18.9,24.4,1005.0,3.0,0.0,23.2,0.3834295227844707
2021-08-26,32.4,18.9,25.0,1002.2,2.0,0.0,25.2,0.3834295227844707
2021-08-27,32.1,18.9,25.4,1003.3,1.0,0.0,26.8,0.3834295227844707
2021-08-28,34.0,19.3,27.0,1003.6,1.0,0.0,28.0,0.3834295227844707
2021-08-29,35.7,20.8,28.4,1000.0,3.0,0.0,27.6,0.3834295227844707
2021-08-30,34.3,22.1,28.5,999.2,3.0,0.0,28.1,0.3834295227844707
2021-08-31,31.9,19.0,24.3,1001.7,2.0,28.0,25.2,0.3834295227844707
2021-08-31,31.9,19.0,24.3,1001.7,2.0,28.0,25.2,0.34387170347391655
2021-09-01,28.1,17.6,21.4,1001.5,1.0,11.0,23.2,0.34387170347391655
2021-09-02,26.9,15.7,19.4,996.2,2.0,4.0,19.7,0.34387170347391655
2021-09-03,19.8,12.4,15.5,1003.2,2.0,0.0,14.3,0.34387170347391655
2021-09-04,23.1,12.1,16.7,1006.6,2.0,0.0,15.6,0.34387170347391655
2021-09-05,22.2,9.9,16.3,1008.2,1.0,0.0,16.0,0.34387170347391655
2021-09-06,20.8,10.8,15.7,1013.3,2.0,0.0,14.0,0.34387170347391655
2021-09-07,21.9,9.5,16.5,1017.1,2.0,0.0,14.5,0.34387170347391655
2021-09-08,23.4,9.9,16.9,1015.9,3.0,0.0,14.3,0.34387170347391655
2021-09-09,24.1,9.9,17.4,1012.8,3.0,0.0,15.4,0.34387170347391655
2021-09-10,26.0,12.0,19.4,1007.2,3.0,0.0,17.6,0.34387170347391655
2021-09-10,26.0,12.0,19.4,1007.2,3.0,0.0,17.6,0.3331826565675993
2021-09-11,27.3,13.3,20.7,1004.4,2.0,0.0,19.9,0.3331826565675993
2021-09-12,26.7,17.3,21.1,1003.4,2.0,0.0,20.5,0.3331826565675993
2021-09-13,28.3,13.9,21.1,1003.0,1.0,0.0,21.4,0.3331826565675993
2021-09-14,27.9,14.3,20.4,1003.9,1.0,1.0,20.9,0.3331826565675993
2021-09-15,28.4,13.3,21.1,1004.5,1.0,0.0,21.2,0.3331826565675993
2021-09-16,23.1,10.2,16.7,1005.3,2.0,0.0,15.1,0.3331826565675993
2021-09-17,23.1,9.4,16.3,1007.1,2.0,0.0,15.0,0.3331826565675993
2021-09-18,26.3,8.8,17.7,1005.0,1.0,0.0,17.3,0.3331826565675993
2021-09-19,26.7,14.7,19.0,1003.2,1.0,1.0,19.4,0.3331826565675993
2021-09-20,25.1,15.6,19.7,1003.5,2.0,4.0,19.4,0.3331826565675993
2021-09-20,25.1,15.6,19.7,1003.5,2.0,4.0,19.4,0.026769262341651154
2021-09-21,17.2,13.3,14.6,1004.5,1.0,15.0,14.8,0.026769262341651154
2021-09-22,15.5,9.8,12.6,1005.5,1.0,1.0,12.0,0.026769262341651154
2021-09-23,17.6,9.4,13.3,1002.8,1.0,0.0,12.8,0.026769262341651154
2021-09-24,17.2,10.7,13.2,1003.3,2.0,14.0,12.1,0.026769262341651154
2021-09-25,17.6,10.1,12.2,1003.9,2.0,13.0,11.1,0.026769262341651154
2021-09-26,18.0,10.0,14.8,1007.9,3.0,2.0,13.3,0.026769262341651154
2021-09-27,18.5,9.2,13.3,1007.2,1.0,0.0,12.5,0.026769262341651154
